City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
471,Delta Del Tigre,UY,-34.7633,-56.3853,290.31,69,0,2.31,clear sky
472,Salamiyah,SY,35.0113,37.0532,286.07,84,0,0.93,clear sky
473,Fuyang,CN,32.9,115.8167,284.83,80,2,0.99,clear sky
474,Sibu,MY,2.3,111.8167,302.32,79,20,2.06,few clouds
475,Nisia Floresta,BR,-6.0911,-35.2086,299.6,70,99,4.55,overcast clouds
476,Stepnoye,RU,51.4,46.8667,278.1,98,100,5.82,overcast clouds
477,Bongor,TD,10.2806,15.3722,294.81,17,3,3.05,clear sky
478,Clonakilty,IE,51.6231,-8.8706,282.71,85,100,11.48,overcast clouds
479,Marsa Matruh,EG,31.3525,27.2453,286.26,76,0,2.06,clear sky
480,Shubarshi,KZ,48.5872,57.1869,277.44,95,100,4.85,overcast clouds
481,Martapura,ID,-3.4167,114.85,302.2,79,20,2.06,few clouds
482,Talaya,RU,61.3833,152.75,249.74,98,100,3.36,light snow
483,Klang,MY,3.0333,101.45,300.05,88,20,1.03,few clouds
484,Puruaran,MX,19.1,-101.5333,294.11,73,53,1.4,broken clouds
485,Hasaki,JP,35.7333,140.8333,286.37,82,100,7.41,light rain
486,Khilok,RU,51.3674,110.4676,258.3,92,92,1.65,overcast clouds
487,Lujan,AR,-34.5703,-59.105,292.01,64,0,1.96,clear sky
488,Singaparna,ID,-7.3515,108.111,297.46,86,100,0.97,light rain
489,Rio Grande,BR,-32.035,-52.0986,290.79,86,58,4.28,broken clouds
490,Boguchany,RU,58.3814,97.4531,262.25,97,100,0.95,light snow
491,Tornio,FI,65.8481,24.1466,257.16,88,25,2.65,scattered clouds
492,Etaples,FR,50.5219,1.6332,283.08,93,75,3.6,light rain
493,Pangnirtung,CA,66.1451,-65.7125,254.91,66,54,2.78,broken clouds
494,Dingle,PH,10.9995,122.6711,301.48,80,13,3.27,few clouds
495,Trapani,IT,37.8333,12.6667,286.2,88,40,10.29,scattered clouds
496,Okhotsk,RU,59.3833,143.3,258.66,80,18,8.26,few clouds
497,Sidrolandia,BR,-20.9319,-54.9614,296.43,73,100,3.6,overcast clouds
498,Evensk,RU,61.95,159.2333,261.59,84,100,16.81,light snow
499,Nemuro,JP,43.3236,145.575,277.55,55,9,2.36,clear sky
500,Souris,CA,49.6172,-100.2612,272.45,86,92,3.87,overcast clouds
501,Karratha,AU,-20.7377,116.8463,301.82,50,59,3.97,broken clouds
502,Atar,MR,20.5169,-13.0499,292.07,22,0,3.67,clear sky
503,Senica,SK,48.6792,17.367,278.59,83,100,1.94,overcast clouds
504,Palora,EC,-1.7,-77.9333,292.82,99,98,1.38,moderate rain
505,Saint-Paul,RE,-21.0096,55.2707,296.21,83,99,0.99,light rain
506,Debno,PL,52.739,14.698,274.34,96,100,2.51,overcast clouds
507,Ivanovka,KG,42.8878,75.085,279.78,80,100,1.87,overcast clouds
508,Belmonte,BR,-15.8631,-38.8828,296.18,89,60,2.1,broken clouds
509,Quatre Cocos,MU,-20.2078,57.7625,296.53,84,11,2.81,few clouds
510,Lindi,TZ,-10.0,39.7167,297.29,92,29,1.29,light rain
511,Ongandjera,NA,-17.8833,15.0667,297.53,34,91,5.61,overcast clouds
512,Tura,IN,25.5198,90.2201,288.8,88,5,1.58,clear sky
513,Alyangula,AU,-13.8483,136.4192,304.71,56,91,1.01,overcast clouds
514,Bengkulu,ID,-3.8004,102.2655,297.06,92,100,4.44,moderate rain
515,Araouane,ML,18.9048,-3.5265,292.77,18,68,5.19,broken clouds
516,Springdale,US,36.1867,-94.1288,283.22,76,0,2.06,clear sky
517,Ugoofaaru,MV,5.6667,73.0,300.6,69,25,4.99,scattered clouds
518,Beloha,MG,-25.1667,45.05,292.6,79,0,5.86,clear sky
519,San Policarpo,PH,12.1791,125.5072,301.2,83,100,4.04,overcast clouds
520,Ostrovnoy,RU,68.0531,39.5131,275.37,89,100,5.26,light rain
521,Hami,CN,42.8,93.45,273.89,41,100,3.68,overcast clouds
522,Tabuk,PH,17.4189,121.4443,300.15,74,100,1.9,overcast clouds
523,Amazar,RU,53.858,120.875,253.79,85,23,0.59,few clouds
524,Ponta Delgada,PT,37.7333,-25.6667,290.65,88,40,2.57,scattered clouds
525,San Cristobal,VE,7.7669,-72.225,295.25,97,27,0.9,scattered clouds
526,Kaitangata,NZ,-46.2817,169.8464,290.24,43,82,2.58,broken clouds
527,The Valley,AI,18.217,-63.0578,300.23,83,20,7.2,few clouds
528,Dharchula,IN,29.85,80.5333,284.17,29,0,3.81,clear sky
529,Deputatskiy,RU,69.3,139.9,236.7,100,93,0.43,overcast clouds
530,Peniche,PT,39.3558,-9.3811,291.54,92,93,9.35,overcast clouds
531,High Level,CA,58.5169,-117.136,272.21,100,0,2.57,smoke
532,Flagstaff,US,35.1981,-111.6513,278.44,38,0,0.0,clear sky
533,Port Blair,IN,11.6667,92.75,299.17,94,75,0.0,broken clouds
534,Ianca,RO,45.1333,27.45,278.66,84,87,2.91,overcast clouds
535,Bahia Blanca,AR,-38.7196,-62.2724,296.64,30,98,6.7,overcast clouds
536,Robat Karim,IR,35.4846,51.0829,283.07,65,0,5.14,clear sky
537,Tawau,MY,4.2498,117.8871,302.22,80,98,0.68,overcast clouds
538,Samarai,PG,-10.6167,150.6667,303.02,66,58,7.15,broken clouds
539,Saldanha,ZA,-33.0117,17.9442,288.72,86,0,2.35,clear sky
540,Biak,ID,-0.9131,122.8766,300.6,72,100,0.9,overcast clouds
541,San Juan,AR,-31.5375,-68.5364,298.84,21,1,3.06,clear sky
542,Rajauri,IN,33.3833,74.3,284.5,19,0,2.37,clear sky
543,Mookane,BW,-23.688,26.6595,296.69,45,93,1.86,overcast clouds
544,Turbat,PK,26.0023,63.044,292.46,18,14,3.51,few clouds
545,San Pedro,PH,14.35,121.0167,303.72,73,75,2.06,broken clouds
546,Havre-Saint-Pierre,CA,50.2334,-63.5986,270.15,68,100,6.69,overcast clouds
547,Sambava,MG,-14.2667,50.1667,295.67,87,100,2.51,overcast clouds
548,Vila Velha,BR,-20.3297,-40.2925,297.12,88,40,3.09,scattered clouds
549,Puerto Escondido,MX,15.85,-97.0667,300.61,65,40,1.54,scattered clouds
550,Parapotamos,GR,39.5492,20.3228,288.4,77,100,5.72,overcast clouds
551,Siilinjarvi,FI,63.0833,27.6667,266.16,93,100,3.6,overcast clouds
552,Codrington,AU,-38.2667,141.9667,288.6,68,68,6.77,broken clouds
553,Maniitsoq,GL,65.4167,-52.9,265.56,80,70,5.53,broken clouds
554,Miracema Do Tocantins,BR,-9.5618,-48.3967,296.75,84,33,1.2,scattered clouds
555,Vestmanna,FO,62.1564,-7.1664,276.66,87,100,2.06,light rain
556,Obidos,BR,-1.9175,-55.5181,300.81,60,56,1.13,broken clouds
557,Leh,IN,34.1667,77.5833,260.09,56,1,1.64,clear sky
558,Sobolevo,RU,54.4299,31.8996,267.6,97,92,2.56,overcast clouds
559,Bahir Dar,ET,11.5936,37.3908,287.28,76,8,1.94,clear sky
560,Vuktyl,RU,63.8567,57.3094,245.03,100,10,1.39,clear sky
561,Cartagena Del Chaira,CO,1.3349,-74.8429,296.69,85,73,1.39,broken clouds
562,Mezen,RU,65.8522,44.24,264.91,96,27,2.04,scattered clouds
563,Dalvik,IS,65.9702,-18.5286,275.11,80,98,5.32,overcast clouds
564,Buriti Dos Lopes,BR,-3.175,-41.8669,298.79,70,55,3.47,broken clouds
565,Dogondoutchi,NE,13.6393,4.0287,295.12,14,8,4.65,clear sky
566,Teya,RU,60.3778,92.6267,255.27,99,100,1.02,overcast clouds
567,Lazaro Cardenas,MX,17.9583,-102.2,298.93,80,1,0.93,clear sky
568,Vardo,NO,70.3705,31.1107,274.14,86,75,3.09,broken clouds
569,Westport,US,41.1415,-73.3579,282.45,69,0,4.12,clear sky
570,Faxinal,BR,-24.0003,-51.3194,290.16,96,46,1.36,scattered clouds
571,Mahajanga,MG,-15.7167,46.3167,296.16,94,40,0.51,scattered clouds
572,Gejiu,CN,23.306,103.1635,286.83,72,72,1.31,broken clouds
573,Gisborne,NZ,-38.6533,178.0042,295.72,35,7,6.19,clear sky
574,Chuy,UY,-33.6971,-53.4616,287.54,86,53,1.87,broken clouds
575,Vryburg,ZA,-26.9566,24.7284,290.0,65,0,3.28,clear sky
576,Bacoor,PH,14.4167,120.95,304.12,73,75,2.06,broken clouds
577,Wanaka,NZ,-44.7,169.15,282.99,84,99,3.73,overcast clouds
578,Kamina,CD,-8.7386,24.9906,288.39,98,82,1.52,broken clouds
579,Paita,PE,-5.0892,-81.1144,291.33,85,48,3.55,scattered clouds
580,Ulaanbaatar,MN,47.9077,106.8832,256.22,71,40,1.0,scattered clouds
581,Verkhoyansk,RU,67.5447,133.385,235.88,99,98,0.53,overcast clouds
582,Makakilo City,US,21.3469,-158.0858,301.33,59,40,9.26,scattered clouds
583,Santa Barbara,US,34.7333,-120.0343,286.36,48,0,5.66,clear sky
584,Caceres,ES,39.522,-6.3748,288.27,86,100,7.38,overcast clouds
585,Barstow,US,34.8986,-117.0228,287.7,18,0,0.74,clear sky
586,Kalmunai,LK,7.4167,81.8167,298.44,82,92,2.27,overcast clouds
587,Southbridge,US,42.0751,-72.0334,276.51,74,66,0.89,broken clouds
588,Kpandae,GH,8.4689,-0.0113,297.66,58,8,1.96,clear sky
589,Dosso,NE,13.049,3.1937,294.27,15,7,4.96,clear sky
590,Muroto,JP,33.2833,134.15,290.97,94,100,4.76,light rain
591,Chany,RU,55.3121,76.7647,252.15,93,60,4.9,broken clouds
592,Hay River,CA,60.8156,-115.7999,275.14,93,100,3.6,light rain
593,Ejido Hermosillo,MX,32.5121,-114.9238,292.39,12,14,3.52,few clouds
594,Kokopo,PG,-4.352,152.2633,303.07,61,100,2.77,overcast clouds
595,Itaituba,BR,-4.2761,-55.9836,301.26,59,99,0.31,overcast clouds
596,Sesori,SV,13.7167,-88.3667,299.31,88,44,0.37,scattered clouds
597,Cayenne,GF,4.9333,-52.3333,299.17,83,75,1.03,broken clouds
598,Gweta,BW,-20.1833,25.2333,295.21,67,85,2.48,overcast clouds
599,Te Anau,NZ,-45.4167,167.7167,287.38,46,73,4.52,broken clouds
600,Torit,SS,4.4133,32.5678,294.94,82,100,1.9,light rain
601,Vanimo,PG,-2.6741,141.3028,302.71,68,54,2.92,moderate rain
602,Necocli,CO,8.4234,-76.786,297.43,91,100,3.56,overcast clouds
603,Boende,CD,-0.2167,20.8667,292.81,98,55,0.53,broken clouds
604,Gubkinskiy,RU,64.434,76.5026,243.32,98,45,4.25,scattered clouds
605,Mbuji-Mayi,CD,-6.15,23.6,291.67,98,92,0.73,overcast clouds
606,Raglan,NZ,-37.8,174.8833,292.21,60,4,8.73,clear sky
607,Saint-Honore,CA,48.5334,-71.0824,268.77,68,100,4.63,overcast clouds
608,Dulce Nombre De Culmi,HN,15.1,-85.5333,299.28,99,42,1.24,scattered clouds
609,Jackson,US,42.4165,-122.8345,283.73,70,100,2.06,overcast clouds
610,Channel-Port Aux Basques,CA,47.5702,-59.1367,274.23,62,98,9.67,overcast clouds
611,Staryy Nadym,RU,65.6118,72.6842,248.54,94,99,3.27,overcast clouds
612,Dom Pedrito,BR,-30.9828,-54.6731,290.27,70,93,2.54,overcast clouds
613,Maragogi,BR,-9.0122,-35.2225,297.28,81,15,3.81,few clouds
614,Yatou,CN,37.15,122.3833,283.96,50,0,3.18,clear sky
615,Kurchum,KZ,48.5722,83.6542,268.63,85,100,4.65,light snow
616,Ca Mau,VN,9.1769,105.15,301.07,80,88,2.84,overcast clouds
617,Manggar,ID,-2.8833,108.2667,302.19,70,90,2.71,overcast clouds
618,Thaba-Tseka,LS,-29.522,28.6084,280.75,83,1,1.53,clear sky
619,Gravdal,NO,68.1214,13.5031,275.79,60,27,6.86,scattered clouds
620,Tiksi,RU,71.6872,128.8694,242.75,100,96,1.29,overcast clouds
621,Waitati,NZ,-45.75,170.5667,288.77,56,93,3.23,overcast clouds
622,Samana,DO,19.2056,-69.3369,297.91,87,26,4.59,scattered clouds
623,Tessalit,ML,20.1986,1.0114,294.93,17,100,4.51,overcast clouds
624,Faridabad,IN,28.4333,77.3167,286.29,25,0,2.55,clear sky
625,Arkhipo-Osipovka,RU,44.37,38.52,283.92,74,100,4.5,overcast clouds
626,Tondon,GN,10.3667,-13.35,294.38,55,41,1.13,scattered clouds
627,Visnes,NO,59.3556,5.2242,280.49,49,75,11.83,broken clouds
628,Salekhard,RU,66.53,66.6019,257.42,87,100,5.01,overcast clouds
629,Zhob,PK,31.3411,69.4481,282.16,31,1,1.25,clear sky
630,Koshurnikovo,RU,54.1667,93.3,265.9,82,100,3.49,overcast clouds
631,Talnakh,RU,69.4865,88.3972,239.93,98,100,0.79,overcast clouds
632,Coihaique,CL,-45.5752,-72.0662,287.12,72,100,2.06,overcast clouds
633,Agvali,RU,42.5385,46.1197,281.92,50,0,2.29,clear sky
634,Liku,ID,-0.7275,119.8922,302.89,66,100,0.86,overcast clouds
635,Svetlogorsk,BY,52.6333,29.7333,262.8,98,84,1.98,broken clouds
636,Catuday,PH,16.2923,119.8062,301.03,71,99,3.99,overcast clouds
637,Vilhena,BR,-12.7406,-60.1458,292.78,99,99,0.89,light rain
638,Wielun,PL,51.221,18.5696,274.28,85,100,3.01,overcast clouds
639,Yarke Pole,UA,45.608,34.3172,277.95,81,50,2.5,scattered clouds
640,Umm Lajj,SA,25.0213,37.2685,299.4,62,78,1.36,broken clouds
641,Naliya,IN,23.2667,68.8333,295.27,53,66,1.49,broken clouds
642,Kang,BW,-23.6752,22.7876,296.92,45,100,2.04,overcast clouds
643,Porto Novo,BJ,6.4965,2.6036,300.05,84,12,1.0,light rain
644,Abu Samrah,SY,35.3029,37.1841,285.43,72,0,1.06,clear sky
645,Healdsburg,US,38.6105,-122.8692,289.82,60,40,2.06,scattered clouds
646,Luis Correia,BR,-2.8792,-41.6669,299.44,75,72,6.61,broken clouds
647,Tonj,SS,7.2737,28.6822,297.15,64,72,2.0,broken clouds
648,Manzini,SZ,-26.25,31.5,292.09,94,93,0.8,light rain
649,Fallon,US,39.4735,-118.7774,279.08,33,75,2.06,broken clouds
650,Sakura,JP,35.7167,140.2333,286.92,95,75,5.66,shower rain
651,Synya,RU,65.3718,58.0387,246.56,98,24,2.11,few clouds
652,Tari,NG,12.4086,4.4914,294.66,14,3,5.98,clear sky
653,Santo Antonio Do Ica,BR,-3.1022,-67.9397,296.37,99,100,1.23,moderate rain
654,Kutum,SD,14.2,24.6667,289.9,35,6,2.79,clear sky
655,Khandbari,NP,27.3747,87.2039,288.93,60,6,0.16,clear sky
656,La Sarre,CA,48.8002,-79.1996,269.45,95,100,4.14,snow
657,Ballina,AU,-28.8667,153.5667,298.16,55,94,3.26,overcast clouds
658,Japura,ID,-0.3167,102.35,299.54,75,100,0.66,overcast clouds
659,Halifax,CA,44.6453,-63.5724,276.19,73,87,4.02,overcast clouds
660,Hailey,US,43.5196,-114.3153,272.07,70,75,0.89,broken clouds
661,Udachnyy,RU,66.4167,112.4,247.84,68,100,1.37,overcast clouds
662,Victor Harbor,AU,-35.5667,138.6167,289.08,80,100,1.34,overcast clouds
663,Egvekinot,RU,66.3167,-179.1667,247.06,86,100,4.55,overcast clouds
664,Meulaboh,ID,4.1363,96.1285,298.96,83,52,1.47,broken clouds
665,Lincoln,US,40.8,-96.667,283.16,44,0,1.54,clear sky
666,Danvers,US,42.5751,-70.9301,278.77,62,0,0.89,clear sky
667,Mogok,MM,22.9167,96.5,293.27,57,0,0.96,clear sky
668,Huntington,US,38.4193,-82.4452,280.65,56,0,1.54,clear sky
669,Bushehr,IR,28.9684,50.8385,295.2,56,20,2.06,few clouds
670,Wukari,NG,7.85,9.7833,294.83,32,1,2.09,clear sky
671,Tezu,IN,27.9167,96.1667,294.02,38,1,0.25,clear sky
672,Kupang,ID,-10.1667,123.5833,303.47,79,40,1.03,scattered clouds
673,Harper,LR,4.375,-7.7169,298.42,85,0,3.47,light rain
674,Vila,PT,42.0304,-8.1588,284.65,96,100,6.19,light rain
675,Krasnoselkup,RU,65.7,82.4667,244.87,97,96,3.42,overcast clouds
676,San Isidro,PE,-12.1167,-77.05,293.71,75,0,5.66,clear sky
677,Jacareacanga,BR,-6.2222,-57.7528,296.05,99,100,0.71,overcast clouds
678,Srednekolymsk,RU,67.45,153.6833,234.9,99,76,2.14,broken clouds
679,Rawson,AR,-43.3002,-65.1023,295.76,40,98,5.48,overcast clouds
680,Rudkobing,DK,54.9364,10.7102,278.76,87,100,9.08,overcast clouds
681,Almaznyy,RU,48.0448,40.045,276.31,79,100,9.99,overcast clouds
682,Marrakesh,MA,31.6315,-8.0083,289.19,63,0,4.12,clear sky
683,Shanghai,CN,31.2222,121.4581,290.89,77,100,4.47,overcast clouds
684,Rabo De Peixe,PT,37.8,-25.5833,289.97,96,40,2.57,scattered clouds
685,Yuci,CN,37.6803,112.7319,277.01,87,3,1.0,mist
686,Esso,RU,55.9333,158.7,269.26,85,81,4.54,broken clouds
687,Baturaja,ID,-4.1333,104.1667,297.85,91,100,0.69,overcast clouds
688,Ucluelet,CA,48.9329,-125.5528,282.64,89,17,0.45,few clouds
689,Manono,CD,-7.3,27.4167,291.32,99,99,0.9,overcast clouds
690,Cascais,PT,38.6979,-9.4215,291.77,91,94,7.15,overcast clouds
691,Darnah,LY,32.767,22.6367,289.82,63,59,7.04,broken clouds
692,Bay Roberts,CA,47.5999,-53.2648,274.45,85,51,3.58,broken clouds
693,Dzhebariki-Khaya,RU,62.2167,135.8,237.8,100,99,0.83,overcast clouds
694,Kirensk,RU,57.7853,108.1119,258.68,93,100,1.0,overcast clouds
695,Dhidhdhoo,MV,6.8833,73.1,300.23,69,59,3.41,broken clouds
696,Hsinchu,TW,24.8036,120.9686,297.51,96,97,2.68,overcast clouds
697,Itaberai,BR,-16.0203,-49.8103,293.31,91,100,0.63,overcast clouds
698,Snezhnogorsk,RU,69.1933,33.2531,267.03,96,100,1.59,overcast clouds
699,Oktyabrskoye,RU,43.0645,44.7417,272.23,100,0,4.0,clear sky
700,Victoria Point,AU,-27.5833,153.3,300.97,30,100,3.1,overcast clouds
701,Charters Towers,AU,-20.1,146.2667,304.07,53,76,5.04,broken clouds
702,Sola,VU,-13.8833,167.55,305.52,66,39,0.0,scattered clouds
703,Dukuhturi,ID,-6.9,109.0833,301.51,69,100,2.21,overcast clouds
704,Arcachon,FR,44.5875,-1.0519,287.33,100,100,7.2,moderate rain
705,Cartagena,CO,10.3997,-75.5144,299.94,89,0,1.54,clear sky
706,Pudozh,RU,61.8099,36.5345,263.67,78,41,3.57,scattered clouds
